76, 12500, -3266, -1633, 
77, 12667, -3433, -1716, 
78, 12833, -3590, -1795, 
79, 13000, -3737, -1868, 
80, 13167, -3874, -1937, 
81, 13333, -4001, -2000, 
82, 13500, -4116, -2058, 
83, 13667, -4220, -2110, 
84, 13833, -4313, -2156, 
85, 14000, -4394, -2197, 
86, 14167, -4462, -2231, 
87, 14333, -4519, -2259, 
88, 14500, -4563, -2281, 
89, 14667, -4594, -2297, 
90, 14833, -4613, -2306, 
91, 15000, -4620, -2310, 
92, 15167, -4613, -2306, 
93, 15333, -4594, -2297, 
94, 15500, -4563, -2281, 
95, 15667, -4519, -2259, 
96, 15833, -4462, -2231, 
97, 16000, -4394, -2197, 
98, 16167, -4313, -2156, 
99, 16333, -4220, -2110, 
100, 16500, -4116, -2058, 
101, 16667, -4001, -2000, 
102, 16833, -3874, -1937, 
103, 17000, -3737, -1868, 
104, 17167, -3590, -1795, 
105, 17333, -3433, -1716, 
106, 17500, -3266, -1633, 
107, 17667, -3091, -1545, 
108, 17833, -2907, -1453, 
109, 18000, -2715, -1357, 
110, 18167, -2516, -1258, 
111, 18333, -2310, -1155, 
112, 18500, -2097, -1048, 
113, 18667, -1879, -939, 
114, 18833, -1655, -827, 
115, 19000, -1427, -713, 
116, 19167, -1195, -597, 
117, 19333, -960, -480, 
118, 19500, -722, -361, 
119, 19667, -482, -241, 
120, 19833, -241, -120, 
121, 20000, 0, 0, 
122, 20167, 241, 120, 
123, 20333, 482, 241, 
124, 20500, 722, 361, 
125, 20667, 960, 480, 
126, 20833, 1195, 597, 
127, 21000, 1427, 713, 
128, 21167, 1655, 827, 
129, 21333, 1879, 939, 
130, 21500, 2097, 1048, 
131, 21667, 2310, 1155, 
132, 21833, 2516, 1258, 
133, 22000, 2715, 1357, 
134, 22167, 2907, 1453, 
135, 22333, 3091, 1545, 
136, 22500, 3266, 1633, 
137, 22667, 3433, 1716, 
138, 22833, 3590, 1795, 
139, 23000, 3737, 1868, 
140, 23167, 3874, 1937, 
141, 23333, 4001, 2000, 
142, 23500, 4116, 2058, 
143, 23667, 4220, 2110, 
144, 23833, 4313, 2156, 
145, 24000, 4394, 2197, 
146, 24167, 4462, 2231, 
147, 24333, 4519, 2259, 
148, 24500, 4563, 2281, 
149, 24667, 4594, 2297, 
150, 24833, 4613, 2306, 
151, 25000, 4620, 2310, 
152, 25167, 4613, 2306, 
153, 25333, 4594, 2297, 
154, 25500, 4563, 2281, 
155, 25667, 4519, 2259, 
156, 25833, 4462, 2231, 
157, 26000, 4394, 2197, 
158, 26167, 4313, 2156, 
159, 26333, 4220, 2110, 
160, 26500, 4116, 2058, 
161, 26667, 4001, 2000, 
162, 26833, 3874, 1937, 
163, 27000, 3737, 1868, 
164, 27167, 3590, 1795, 
165, 27333, 3433, 1716, 
166, 27500, 3266, 1633, 
167, 27667, 3091, 1545, 
168, 27833, 2907, 1453, 
169, 28000, 2715, 1357, 
170, 28167, 2516, 1258, 
171, 28333, 2310, 1155, 
172, 28500, 2097, 1048, 
173, 28667, 1879, 939, 
174, 28833, 1655, 827, 
175, 29000, 1427, 713, 
176, 29167, 1195, 597, 
177, 29333, 960, 480, 
178, 29500, 722, 361, 
179, 29667, 482, 241, 
180, 29833, 241, 120, 
181, 30000, 0, 0, 
182, 30167, -241, -120, 
183, 30333, -482, -241, 
184, 30500, -722, -361, 
185, 30667, -960, -480, 
186, 30833, -1195, -597, 
187, 31000, -1427, -713, 
188, 31167, -1655, -827, 
189, 31333, -1879, -939, 
190, 31500, -2097, -1048, 
191, 31667, -2310, -1155, 
192, 31833, -2516, -1258, 
193, 32000, -2715, -1357, 
194, 32167, -2907, -1453, 
195, 32333, -3091, -1545, 
196, 32500, -3266, -1633, 
197, 32667, -3433, -1716, 
198, 32833, -3590, -1795, 
199, 33000, -3737, -1868, 
200, 33167, -3874, -1937, 
201, 33333, -4001, -2000, 
202, 33500, -4116, -2058, 
203, 33667, -4220, -2110, 
204, 33833, -4313, -2156, 
205, 34000, -4394, -2197, 
206, 34167, -4462, -2231, 
207, 34333, -4519, -2259, 
208, 34500, -4563, -2281, 
209, 34667, -4594, -2297, 
210, 34833, -4613, -2306, 
211, 35000, -4620, -2310, 
212, 35167, -4613, -2306, 
213, 35333, -4594, -2297, 
214, 35500, -4563, -2281, 
215, 35667, -4519, -2259, 
216, 35833, -4462, -2231, 
217, 36000, -4394, -2197, 
218, 36167, -4313, -2156, 
219, 36333, -4220, -2110, 
220, 36500, -4116, -2058, 
221, 36667, -4001, -2000, 
222, 36833, -3874, -1937, 
223, 37000, -3737, -1868, 
224, 37167, -3590, -1795, 
225, 37333, -3433, -1716, 
226, 37500, -3266, -1633, 
227, 37667, -3091, -1545, 
228, 37833, -2907, -1453, 
229, 38000, -2715, -1357, 
230, 38167, -2516, -1258, 
231, 38333, -2310, -1155, 
232, 38500, -2097, -1048, 
233, 38667, -1879, -939, 
234, 38833, -1655, -827, 
235, 39000, -1427, -713, 
236, 39167, -1195, -597, 
237, 39333, -960, -480, 
238, 39500, -722, -361, 
239, 39667, -482, -241, 
240, 39833, -241, -120, 
241, 40000, 0, 0, 
242, 40167, 241, 120, 
243, 40333, 482, 241, 
244, 40500, 722, 361, 
245, 40667, 960, 480, 
246, 40833, 1195, 597, 
247, 41000, 1427, 713, 
248, 41167, 1655, 827, 
249, 41333, 1879, 939, 
250, 41500, 2097, 1048, 
251, 41667, 2310, 1155, 
252, 41833, 2516, 1258, 
253, 42000, 2715, 1357, 
254, 42167, 2907, 1453, 
255, 42333, 3091, 1545, 
256, 42500, 3266, 1633, 
257, 42667, 3433, 1716, 
258, 42833, 3590, 1795, 
259, 43000, 3737, 1868, 
260, 43167, 3874, 1937, 
261, 43333, 4001, 2000, 
262, 43500, 4116, 2058, 
263, 43667, 4220, 2110, 
264, 43833, 4313, 2156, 
265, 44000, 4394, 2197, 
266, 44167, 4462, 2231, 
267, 44333, 4519, 2259, 
268, 44500, 4563, 2281, 
269, 44667, 4594, 2297, 
270, 44833, 4613, 2306, 
271, 45000, 4620, 2310, 
272, 45167, 4613, 2306, 
273, 45333, 4594, 2297, 
274, 45500, 4563, 2281, 
275, 45667, 4519, 2259, 
276, 45833, 4462, 2231, 
277, 46000, 4394, 2197, 
278, 46167, 4313, 2156, 
279, 46333, 4220, 2110, 
280, 46500, 4116, 2058, 
281, 46667, 4001, 2000, 
282, 46833, 3874, 1937, 
283, 47000, 3737, 1868, 
284, 47167, 3590, 1795, 
285, 47333, 3433, 1716, 
286, 47500, 3266, 1633, 
287, 47667, 3091, 1545, 
288, 47833, 2907, 1453, 
289, 48000, 2715, 1357, 
290, 48167, 2516, 1258, 
291, 48333, 2310, 1155, 
292, 48500, 2097, 1048, 
293, 48667, 1879, 939, 
294, 48833, 1655, 827, 
295, 49000, 1427, 713, 
296, 49167, 1195, 597, 
297, 49333, 960, 480, 
298, 49500, 722, 361, 
299, 49667, 482, 241, 
300, 49833, 241, 120, 
301, 50000, 0, 0, 
302, 50167, -241, -120, 
303, 50333, -482, -241, 
304, 50500, -722, -361, 
305, 50667, -960, -480, 
306, 50833, -1195, -597, 
307, 51000, -1427, -713, 
308, 51167, -1655, -827, 
309, 51333, -1879, -939, 
310, 51500, -2097, -1048, 
311, 51667, -2310, -1155, 
312, 51833, -2516, -1258, 
313, 52000, -2715, -1357, 
314, 52167, -2907, -1453, 
315, 52333, -3091, -1545, 
316, 52500, -3266, -1633, 
317, 52667, -3433, -1716, 
318, 52833, -3590, -1795, 
319, 53000, -3737, -1868, 
320, 53167, -3874, -1937, 
321, 53333, -4001, -2000, 
322, 53500, -4116, -2058, 
323, 53667, -4220, -2110, 
324, 53833, -4313, -2156, 
325, 54000, -4394, -2197, 
326, 54167, -4462, -2231, 
327, 54333, -4519, -2259, 
328, 54500, -4563, -2281, 
329, 54667, -4594, -2297, 
330, 54833, -4613, -2306, 
331, 55000, -4620, -2310, 
332, 55167, -4613, -2306, 
333, 55333, -4594, -2297, 
334, 55500, -4563, -2281, 
335, 55667, -4519, -2259, 
336, 55833, -4462, -2231, 
337, 56000, -4394, -2197, 
338, 56167, -4313, -2156, 
339, 56333, -4220, -2110, 
340, 56500, -4116, -2058, 
341, 56667, -4001, -2000, 
342, 56833, -3874, -1937, 
343, 57000, -3737, -1868, 
344, 57167, -3590, -1795, 
345, 57333, -3433, -1716, 
346, 57500, -3266, -1633, 
347, 57667, -3091, -1545, 
348, 57833, -2907, -1453, 
349, 58000, -2715, -1357, 
350, 58167, -2516, -1258, 
351, 58333, -2310, -1155, 
352, 58500, -2097, -1048, 
353, 58667, -1879, -939, 
354, 58833, -1655, -827, 
355, 59000, -1427, -713, 
356, 59167, -1195, -597, 
357, 59333, -960, -480, 
358, 59500, -722, -361, 
359, 59667, -482, -241, 
360, 59833, -241, -120, 
361, 60000, 0, 0, 
362, 60167, 241, 120, 
363, 60333, 482, 241, 
364, 60500, 722, 361, 
365, 60667, 960, 480, 
366, 60833, 1195, 597, 
367, 61000, 1427, 713, 
368, 61167, 1655, 827, 
369, 61333, 1879, 939, 
370, 61500, 2097, 1048, 
371, 61667, 2310, 1155, 
372, 61833, 2516, 1258, 
373, 62000, 2715, 1357, 
374, 62167, 2907, 1453, 
375, 62333, 3091, 1545, 
376, 62500, 3266, 1633, 
377, 62667, 3433, 1716, 
378, 62833, 3590, 1795, 
379, 63000, 3737, 1868, 
380, 63167, 3874, 1937, 
381, 63333, 4001, 2000, 
382, 63500, 4116, 2058, 
383, 63667, 4220, 2110, 
384, 63833, 4313, 2156, 
385, 64000, 4394, 2197, 
386, 64167, 4462, 2231, 
387, 64333, 4519, 2259, 
388, 64500, 4563, 2281, 
389, 64667, 4594, 2297, 
390, 64833, 4613, 2306, 
391, 65000, 4620, 2310, 
392, 65167, 4613, 2306, 
393, 65333, 4594, 2297, 
394, 65500, 4563, 2281, 
395, 65667, 4519, 2259, 
396, 65833, 4462, 2231, 
397, 66000, 4394, 2197, 
398, 66167, 4313, 2156, 
399, 66333, 4220, 2110, 
400, 66500, 4116, 2058, 
401, 66667, 4001, 2000, 
402, 66833, 3874, 1937, 
403, 67000, 3737, 1868, 
404, 67167, 3590, 1795, 
405, 67333, 3433, 1716, 
406, 67500, 3266, 1633, 
407, 67667, 3091, 1545, 
408, 67833, 2907, 1453, 
409, 68000, 2715, 1357, 
410, 68167, 2516, 1258, 
411, 68333, 2310, 1155, 
412, 68500, 2097, 1048, 
413, 68667, 1879, 939, 
414, 68833, 1655, 827, 
415, 69000, 1427, 713, 
416, 69167, 1195, 597, 
417, 69333, 960, 480, 
418, 69500, 722, 361, 
419, 69667, 482, 241, 
420, 69833, 241, 120, 
421, 70000, 0, 0, 
422, 70167, -241, -120, 
423, 70333, -482, -241, 
424, 70500, -722, -361, 
425, 70667, -960, -480, 
426, 70833, -1195, -597, 
427, 71000, -1427, -713, 
428, 71167, -1655, -827, 
429, 71333, -1879, -939, 
430, 71500, -2097, -1048, 
431, 71667, -2310, -1155, 
432, 71833, -2516, -1258, 
433, 72000, -2715, -1357, 
434, 72167, -2907, -1453, 
435, 72333, -3091, -1545, 
436, 72500, -3266, -1633, 
437, 72667, -3433, -1716, 
438, 72833, -3590, -1795, 
439, 73000, -3737, -1868, 
440, 73167, -3874, -1937, 
441, 73333, -4001, -2000, 
442, 73500, -4116, -2058, 
443, 73667, -4220, -2110, 
444, 73833, -4313, -2156, 
445, 74000, -4394, -2197, 
446, 74167, -4462, -2231, 
447, 74333, -4519, -2259, 
448, 74500, -4563, -2281, 
449, 74667, -4594, -2297, 
450, 74833, -4613, -2306, 
451, 75000, -4620, -2310, 
452, 75167, -4613, -2306, 
453, 75333, -4594, -2297, 
454, 75500, -4563, -2281, 
455, 75667, -4519, -2259, 
456, 75833, -4462, -2231, 
457, 76000, -4394, -2197, 
458, 76167, -4313, -2156, 
459, 76333, -4220, -2110, 
460, 76500, -4116, -2058, 
461, 76667, -4001, -2000, 
462, 76833, -3874, -1937, 
463, 77000, -3737, -1868, 
464, 77167, -3590, -1795, 
465, 77333, -3433, -1716, 
466, 77500, -3266, -1633, 
467, 77667, -3091, -1545, 
468, 77833, -2907, -1453, 
469, 78000, -2715, -1357, 
470, 78167, -2516, -1258, 
471, 78333, -2310, -1155, 
472, 78500, -2097, -1048, 
473, 78667, -1879, -939, 
474, 78833, -1655, -827, 
475, 79000, -1427, -713, 
476, 79167, -1195, -597, 
477, 79333, -960, -480, 
478, 79500, -722, -361, 
479, 79667, -482, -241, 
480, 79833, -241, -120, 
481, 80000, 0, 0, 
482, 80167, 241, 120, 
483, 80333, 482, 241, 
484, 80500, 722, 361, 
485, 80667, 960, 480, 
486, 80833, 1195, 597, 
487, 81000, 1427, 713, 
488, 81167, 1655, 827, 
489, 81333, 1879, 939, 
490, 81500, 2097, 1048, 
491, 81667, 2310, 1155, 
492, 81833, 2516, 1258, 
493, 82000, 2715, 1357, 
494, 82167, 2907, 1453, 
495, 82333, 3091, 1545, 
496, 82500, 3266, 1633, 
497, 82667, 3433, 1716, 
498, 82833, 3590, 1795, 
499, 83000, 3737, 1868, 
500, 83167, 3874, 1937, 
501, 83333, 4001, 2000, 
502, 83500, 4116, 2058, 
503, 83667, 4220, 2110, 
504, 83833, 4313, 2156, 
505, 84000, 4394, 2197, 
506, 84167, 4462, 2231, 
507, 84333, 4519, 2259, 
508, 84500, 4563, 2281, 
509, 84667, 4594, 2297, 
510, 84833, 4613, 2306, 
511, 85000, 4620, 2310, 
512, 85167, 4613, 2306, 
513, 85333, 4594, 2297, 
514, 85500, 4563, 2281, 
515, 85667, 4519, 2259, 
516, 85833, 4462, 2231, 
517, 86000, 4394, 2197, 
518, 86167, 4313, 2156, 
519, 86333, 4220, 2110, 
520, 86500, 4116, 2058, 
521, 86667, 4001, 2000, 
522, 86833, 3874, 1937, 
523, 87000, 3737, 1868, 
524, 87167, 3590, 1795, 
525, 87333, 3433, 1716, 
526, 87500, 3266, 1633, 
527, 87667, 3091, 1545, 
528, 87833, 2907, 1453, 
529, 88000, 2715, 1357, 
530, 88167, 2516, 1258, 
531, 88333, 2310, 1155, 
532, 88500, 2097, 1048, 
533, 88667, 1879, 939, 
534, 88833, 1655, 827, 
535, 89000, 1427, 713, 
536, 89167, 1195, 597, 
537, 89333, 960, 480, 
538, 89500, 722, 361, 
539, 89667, 482, 241, 
540, 89833, 241, 120, 
541, 90000, 0, 0, 
542, 90167, -241, -120, 
543, 90333, -482, -241, 
544, 90500, -722, -361, 
545, 90667, -960, -480, 
546, 90833, -1195, -597, 
547, 91000, -1427, -713, 
548, 91167, -1655, -827, 
549, 91333, -1879, -939, 
550, 91500, -2097, -1048, 
551, 91667, -2310, -1155, 
552, 91833, -2516, -1258, 
553, 92000, -2715, -1357, 
554, 92167, -2907, -1453, 
555, 92333, -3091, -1545, 
556, 92500, -3266, -1633, 
557, 92667, -3433, -1716, 
558, 92833, -3590, -1795, 
559, 93000, -3737, -1868, 
560, 93167, -3874, -1937, 
561, 93333, -4001, -2000, 
562, 93500, -4116, -2058, 
563, 93667, -4220, -2110, 
564, 93833, -4313, -2156, 
565, 94000, -4394, -2197, 
566, 94167, -4462, -2231, 
567, 94333, -4519, -2259, 
568, 94500, -4563, -2281, 
569, 94667, -4594, -2297, 
570, 94833, -4613, -2306, 
571, 95000, -4620, -2310, 
572, 95167, -4613, -2306, 
573, 95333, -4594, -2297, 
574, 95500, -4563, -2281, 
575, 95667, -4519, -2259, 
576, 95833, -4462, -2231, 
577, 96000, -4394, -2197, 
578, 96167, -4313, -2156, 
579, 96333, -4220, -2110, 
580, 96500, -4116, -2058, 
581, 96667, -4001, -2000, 
582, 96833, -3874, -1937, 
583, 97000, -3737, -1868, 
584, 97167, -3590, -1795, 
585, 97333, -3433, -1716, 
586, 97500, -3266, -1633, 
587, 97667, -3091, -1545, 
588, 97833, -2907, -1453, 
589, 98000, -2715, -1357, 
590, 98167, -2516, -1258, 
591, 98333, -2310, -1155, 
592, 98500, -2097, -1048, 
593, 98667, -1879, -939, 
594, 98833, -1655, -827, 
595, 99000, -1427, -713, 
596, 99167, -1195, -597, 
597, 99333, -960, -480, 
598, 99500, -722, -361, 
599, 99667, -482, -241, 
600, 99833, -241, -120, 
601, 100000, 0, 0, 
602, 100167, 241, 120, 
603, 100333, 482, 241, 
604, 100500, 722, 361, 
605, 100667, 960, 480, 
606, 100833, 1195, 597, 
607, 101000, 1427, 713, 
608, 101167, 1655, 827, 
609, 101333, 1879, 939, 
610, 101500, 2097, 1048, 
611, 101667, 2310, 1155, 
612, 101833, 2516, 1258, 
613, 102000, 2715, 1357, 
614, 102167, 2907, 1453, 
615, 102333, 3091, 1545, 
616, 102500, 3266, 1633, 
617, 102667, 3433, 1716, 
618, 102833, 3590, 1795, 
619, 103000, 3737, 1868, 
620, 103167, 3874, 1937, 
621, 103333, 4001, 2000, 
622, 103500, 4116, 2058, 
623, 103667, 4220, 2110, 
624, 103833, 4313, 2156, 
625, 104000, 4394, 2197, 
626, 104167, 4462, 2231, 
627, 104333, 4519, 2259, 
628, 104500, 4563, 2281, 
629, 104667, 4594, 2297, 
630, 104833, 4613, 2306, 
631, 105000, 4620, 2310, 
632, 105167, 4613, 2306, 
633, 105333, 4594, 2297, 
634, 105500, 4563, 2281, 
635, 105667, 4519, 2259, 
636, 105833, 4462, 2231, 
637, 106000, 4394, 2197, 
638, 106167, 4313, 2156, 
639, 106333, 4220, 2110, 
640, 106500, 4116, 2058, 
641, 106667, 4001, 2000, 
642, 106833, 3874, 1937, 
643, 107000, 3737, 1868, 
644, 107167, 3590, 1795, 
645, 107333, 3433, 1716, 
646, 107500, 3266, 1633, 
647, 107667, 3091, 1545, 
648, 107833, 2907, 1453, 
649, 108000, 2715, 1357, 
650, 108167, 2516, 1258, 
651, 108333, 2310, 1155, 
652, 108500, 2097, 1048, 
653, 108667, 1879, 939, 
654, 108833, 1655, 827, 
655, 109000, 1427, 713, 
656, 109167, 1195, 597, 
657, 109333, 960, 480, 
658, 109500, 722, 361, 
659, 109667, 482, 241, 
660, 109833, 241, 120, 
661, 110000, 0, 0, 
662, 110167, -241, -120, 
663, 110333, -482, -241, 
664, 110500, -722, -361, 
665, 110667, -960, -480, 
666, 110833, -1195, -597, 
667, 111000, -1427, -713, 
668, 111167, -1655, -827, 
669, 111333, -1879, -939, 
670, 111500, -2097, -1048, 
671, 111667, -2310, -1155, 
672, 111833, -2516, -1258, 
673, 112000, -2715, -1357, 
674, 112167, -2907, -1453, 
675, 112333, -3091, -1545, 
676, 112500, -3266, -1633, 
677, 112667, -3433, -1716, 
678, 112833, -3590, -1795, 
679, 113000, -3737, -1868, 
680, 113167, -3874, -1937, 
681, 113333, -4001, -2000, 
682, 113500, -4116, -2058, 
683, 113667, -4220, -2110, 
684, 113833, -4313, -2156, 
685, 114000, -4394, -2197, 
686, 114167, -4462, -2231, 
687, 114333, -4519, -2259, 
688, 114500, -4563, -2281, 
689, 114667, -4594, -2297, 
690, 114833, -4613, -2306, 
691, 115000, -4620, -2310, 
692, 115167, -4613, -2306, 
693, 115333, -4594, -2297, 
694, 115500, -4563, -2281, 
695, 115667, -4519, -2259, 
696, 115833, -4462, -2231, 
697, 116000, -4394, -2197, 
698, 116167, -4313, -2156, 
699, 116333, -4220, -2110, 
700, 116500, -4116, -2058, 
701, 116667, -4001, -2000, 
702, 116833, -3874, -1937, 
703, 117000, -3737, -1868, 
704, 117167, -3590, -1795, 
705, 117333, -3433, -1716, 
706, 117500, -3266, -1633, 
707, 117667, -3091, -1545, 
708, 117833, -2907, -1453, 
709, 118000, -2715, -1357, 
710, 118167, -2516, -1258, 
711, 118333, -2310, -1155, 
712, 118500, -2097, -1048, 
713, 118667, -1879, -939, 
714, 118833, -1655, -827, 
715, 119000, -1427, -713, 
716, 119167, -1195, -597, 
717, 119333, -960, -480, 
718, 119500, -722, -361, 
719, 119667, -482, -241, 
720, 119833, -241, -120, 
721, 120000, 0, 0, 
722, 120167, 241, 120, 
723, 120333, 482, 241, 
724, 120500, 722, 361, 
725, 120667, 960, 480, 
726, 120833, 1195, 597, 
727, 121000, 1427, 713, 
728, 121167, 1655, 827, 
729, 121333, 1879, 939, 
730, 121500, 2097, 1048, 
731, 121667, 2310, 1155, 
732, 121833, 2516, 1258, 
733, 122000, 2715, 1357, 
734, 122167, 2907, 1453, 
735, 122333, 3091, 1545, 
736, 122500, 3266, 1633, 
737, 122667, 3433, 1716, 
738, 122833, 3590, 1795, 
739, 123000, 3737, 1868, 
740, 123167, 3874, 1937, 
741, 123333, 4001, 2000, 
742, 123500, 4116, 2058, 
743, 123667, 4220, 2110, 
744, 123833, 4313, 2156, 
745, 124000, 4394, 2197, 
746, 124167, 4462, 2231, 
747, 124333, 4519, 2259, 
748, 124500, 4563, 2281, 
749, 124667, 4594, 2297, 
750, 124833, 4613, 2306, 
751, 125000, 4620, 2310, 
752, 125167, 4613, 2306, 
753, 125333, 4594, 2297, 
754, 125500, 4563, 2281, 
755, 125667, 4519, 2259, 
756, 125833, 4462, 2231, 
757, 126000, 4394, 2197, 
758, 126167, 4313, 2156, 
759, 126333, 4220, 2110, 
760, 126500, 4116, 2058, 
761, 126667, 4001, 2000, 
762, 126833, 3874, 1937, 
763, 127000, 3737, 1868, 
764, 127167, 3590, 1795, 
765, 127333, 3433, 1716, 
766, 127500, 3266, 1633, 
767, 127667, 3091, 1545, 
768, 127833, 2907, 1453, 
769, 128000, 2715, 1357, 
770, 128167, 2516, 1258, 
771, 128333, 2310, 1155, 
772, 128500, 2097, 1048, 
773, 128667, 1879, 939, 
774, 128833, 1655, 827, 
775, 129000, 1427, 713, 
776, 129167, 1195, 597, 
777, 129333, 960, 480, 
778, 129500, 722, 361, 
779, 129667, 482, 241, 
780, 129833, 241, 120, 
781, 130000, 0, 0, 
782, 130167, -241, -120, 
783, 130333, -482, -241, 
784, 130500, -722, -361, 
785, 130667, -960, -480, 
786, 130833, -1195, -597, 
787, 131000, -1427, -713, 
788, 131167, -1655, -827, 
789, 131333, -1879, -939, 
790, 131500, -2097, -1048, 
791, 131667, -2310, -1155, 
792, 131833, -2516, -1258, 
793, 132000, -2715, -1357, 
794, 132167, -2907, -1453, 
795, 132333, -3091, -1545, 
796, 132500, -3266, -1633, 
797, 132667, -3433, -1716, 
798, 132833, -3590, -1795, 
799, 133000, -3737, -1868, 
800, 133167, -3874, -1937, 
801, 133333, -4001, -2000, 
802, 133500, -4116, -2058, 
803, 133667, -4220, -2110, 
804, 133833, -4313, -2156, 
805, 134000, -4394, -2197, 
806, 134167, -4462, -2231, 
807, 134333, -4519, -2259, 
808, 134500, -4563, -2281, 
809, 134667, -4594, -2297, 
810, 134833, -4613, -2306, 
811, 135000, -4620, -2310, 
812, 135167, -4613, -2306, 
813, 135333, -4594, -2297, 
814, 135500, -4563, -2281, 
815, 135667, -4519, -2259, 
816, 135833, -4462, -2231, 
817, 136000, -4394, -2197, 
818, 136167, -4313, -2156, 
819, 136333, -4220, -2110, 
820, 136500, -4116, -2058, 
821, 136667, -4001, -2000, 
822, 136833, -3874, -1937, 
823, 137000, -3737, -1868, 
824, 137167, -3590, -1795, 
825, 137333, -3433, -1716, 
826, 137500, -3266, -1633, 
827, 137667, -3091, -1545, 
828, 137833, -2907, -1453, 
829, 138000, -2715, -1357, 
830, 138167, -2516, -1258, 
831, 138333, -2310, -1155, 
832, 138500, -2097, -1048, 
833, 138667, -1879, -939, 
834, 138833, -1655, -827, 
835, 139000, -1427, -713, 
836, 139167, -1195, -597, 
837, 139333, -960, -480, 
838, 139500, -722, -361, 
839, 139667, -482, -241, 
840, 139833, -241, -120, 
841, 140000, 0, 0, 
842, 140167, 241, 120, 
843, 140333, 482, 241, 
844, 140500, 722, 361, 
845, 140667, 960, 480, 
846, 140833, 1195, 597, 
847, 141000, 1427, 713, 
848, 141167, 1655, 827, 
849, 141333, 1879, 939, 
850, 141500, 2097, 1048, 
851, 141667, 2310, 1155, 
852, 141833, 2516, 1258, 
853, 142000, 2715, 1357, 
854, 142167, 2907, 1453, 
855, 142333, 3091, 1545, 
856, 142500, 3266, 1633, 
857, 142667, 3433, 1716, 
858, 142833, 3590, 1795, 
859, 143000, 3737, 1868, 
860, 143167, 3874, 1937, 
861, 143333, 4001, 2000, 
862, 143500, 4116, 2058, 
863, 143667, 4220, 2110, 
864, 143833, 4313, 2156, 
865, 144000, 4394, 2197, 
866, 144167, 4462, 2231, 
867, 144333, 4519, 2259, 
868, 144500, 4563, 2281, 
869, 144667, 4594, 2297, 
870, 144833, 4613, 2306, 
871, 145000, 4620, 2310, 
872, 145167, 4613, 2306, 
873, 145333, 4594, 2297, 
874, 145500, 4563, 2281, 
875, 145667, 4519, 2259, 
876, 145833, 4462, 2231, 
877, 146000, 4394, 2197, 
878, 146167, 4313, 2156, 
879, 146333, 4220, 2110, 
880, 146500, 4116, 2058, 
881, 146667, 4001, 2000, 
882, 146833, 3874, 1937, 
883, 147000, 3737, 1868, 
884, 147167, 3590, 1795, 
885, 147333, 3433, 1716, 
886, 147500, 3266, 1633, 
887, 147667, 3091, 1545, 
888, 147833, 2907, 1453, 
889, 148000, 2715, 1357, 
890, 148167, 2516, 1258, 
891, 148333, 2310, 1155, 
892, 148500, 2097, 1048, 
893, 148667, 1879, 939, 
894, 148833, 1655, 827, 
895, 149000, 1427, 713, 
896, 149167, 1195, 597, 
897, 149333, 960, 480, 
898, 149500, 722, 361, 
899, 149667, 482, 241, 
